tijdstip;locatie;component;waarde;LKI
2015-08-30 13:00:00+02:00;Rotterdam-Bentinckplein;PM25;12,9145;2
2015-08-30 14:00:00+02:00;Rotterdam-Bentinckplein;PM25;9,5475;1
2015-08-30 15:00:00+02:00;Rotterdam-Bentinckplein;PM25;9,4929;1
2015-08-30 16:00:00+02:00;Rotterdam-Bentinckplein;PM25;8,6011;1
2015-08-30 17:00:00+02:00;Rotterdam-Bentinckplein;PM25;10,1845;2
2015-08-30 18:00:00+02:00;Rotterdam-Bentinckplein;PM25;11,9044;2
2015-08-30 19:00:00+02:00;Rotterdam-Bentinckplein;PM25;14,2795;2
2015-08-30 20:00:00+02:00;Rotterdam-Bentinckplein;PM25;8,4737;1
2015-08-30 21:00:00+02:00;Rotterdam-Bentinckplein;PM25;7,6547;1
2015-08-30 22:00:00+02:00;Rotterdam-Bentinckplein;PM25;8,1461;1
2015-08-30 23:00:00+02:00;Rotterdam-Bentinckplein;PM25;10,3483;2
2015-08-31 00:00:00+02:00;Rotterdam-Bentinckplein;PM25;15,5808;3
2015-08-31 01:00:00+02:00;Rotterdam-Bentinckplein;PM25;14,143;2
2015-08-31 02:00:00+02:00;Rotterdam-Bentinckplein;PM25;12,2229;2
2015-08-31 03:00:00+02:00;Rotterdam-Bentinckplein;PM25;10,0207;2
2015-08-31 04:00:00+02:00;Rotterdam-Bentinckplein;PM25;4,79184;1
2015-08-31 05:00:00+02:00;Rotterdam-Bentinckplein;PM25;0,20271;1
2015-08-31 07:00:00+02:00;Rotterdam-Bentinckplein;PM25;0,93981;1
2015-08-31 08:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,40573;1
2015-08-31 09:00:00+02:00;Rotterdam-Bentinckplein;PM25;2,23474;1
2015-08-31 10:00:00+02:00;Rotterdam-Bentinckplein;PM25;0,92252;1
2015-08-31 11:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,69074;1
2015-08-31 12:00:00+02:00;Rotterdam-Bentinckplein;PM25;3,54241;1
2015-08-31 13:00:00+02:00;Rotterdam-Bentinckplein;PM25;5,225;1
2015-08-31 14:00:00+02:00;Rotterdam-Bentinckplein;PM25;15,3533;3
2015-08-31 15:00:00+02:00;Rotterdam-Bentinckplein;PM25;14,5525;2
2015-08-31 16:00:00+02:00;Rotterdam-Bentinckplein;PM25;12,4049;2
2015-08-31 17:00:00+02:00;Rotterdam-Bentinckplein;PM25;17,0732;3
2015-08-31 18:00:00+02:00;Rotterdam-Bentinckplein;PM25;21,9781;4
2015-08-31 19:00:00+02:00;Rotterdam-Bentinckplein;PM25;7,5091;1
2015-08-31 20:00:00+02:00;Rotterdam-Bentinckplein;PM25;6,34157;1
2015-08-31 21:00:00+02:00;Rotterdam-Bentinckplein;PM25;9,6385;1
2015-08-31 22:00:00+02:00;Rotterdam-Bentinckplein;PM25;5,45341;1
2015-08-31 23:00:00+02:00;Rotterdam-Bentinckplein;PM25;1,18096;1
2015-12-01 00:00:00+01:00;Rotterdam-Bentinckplein;PM25;4,26768;1
